1.721270799636840820e+00	-1.650333218276500702e-02	8.681207895278930664e-01	3.165858685970306396e-01	8.681122213602066040e-02	-1.729603111743927002e-01	7.241785526275634766e-01	-3.043283820152282715e-01	-8.733133077621459961e-01	9.006888270378112793e-01	1.961125373840332031e+00	8.686358332633972168e-01	-3.198491930961608887e-01	1.511357307434082031e+00	5.419980883598327637e-01	8.371991515159606934e-01	6.176594495773315430e-01	1.061883687973022461e+00	-1.229784965515136719e+00	1.524445176124572754e+00
9.706941992044448853e-02	-9.773831367492675781e-01	1.176299810409545898e+00	6.610401868820190430e-01	-9.394553489983081818e-03	-4.771505594253540039e-01	5.237916111946105957e-01	-8.441185206174850464e-02	-1.547870397567749023e+00	9.087723493576049805e-01	2.482794076204299927e-01	-1.515714526176452637e-01	-1.225538253784179688e+00	1.086208105087280273e+00	-4.251195117831230164e-03	6.773444414138793945e-01	-1.022971034049987793e+00	3.300787508487701416e-02	-6.573225259780883789e-01	1.254488706588745117e+00
1.929527401924133301e+00	-4.392068684101104736e-01	2.210175037384033203e+00	-1.056253433227539062e+00	-1.698631644248962402e+00	3.326861858367919922e-01	-2.550732195377349854e-01	-5.744400620460510254e-01	-5.847225189208984375e-01	-1.599793553352355957e+00	-2.470385581254959106e-01	1.883256435394287109e+00	-6.779841780662536621e-01	9.224610328674316406e-01	-2.345715999603271484e+00	1.608006507158279419e-01	-6.063936352729797363e-01	-1.152068376541137695e+00	-1.327229261398315430e+00	3.892949521541595459e-01
8.201378583908081055e-01	-5.986272692680358887e-01	6.446337103843688965e-01	-3.813207447528839111e-01	1.527137279510498047e+00	1.067641973495483398e+00	-3.255846723914146423e-02	-1.416089981794357300e-01	-1.082590222358703613e+00	-2.393009066581726074e-01	-1.480199694633483887e-01	9.066819548606872559e-01	2.538782060146331787e-01	3.250871002674102783e-01	-1.385110169649124146e-01	-5.085585713386535645e-01	-2.028806209564208984e-01	-2.361169815063476562e+00	-1.252436161041259766e+00	8.474489450454711914e-01
1.478368401527404785e+00	5.206167101860046387e-01	1.823057532310485840e+00	-1.971075892448425293e+00	5.290003865957260132e-02	4.103079736232757568e-01	-1.494470357894897461e+00	1.170526504516601562e+00	-2.551553964614868164e+00	-6.661986112594604492e-01	-5.157561898231506348e-01	-2.082023918628692627e-01	1.251512486487627029e-02	-3.099529743194580078e-01	4.622479900717735291e-02	-5.024144053459167480e-01	-6.727150678634643555e-01	4.655902385711669922e-01	-9.050561785697937012e-01	-4.746821522712707520e-01
6.186118125915527344e-01	4.490027725696563721e-01	2.518427848815917969e+00	-4.411500096321105957e-01	-1.621395349502563477e-02	-1.088531017303466797e+00	-8.956148028373718262e-01	5.288064479827880859e-01	-1.555198788642883301e+00	1.971827000379562378e-01	-5.302945151925086975e-02	-1.685705184936523438e+00	-1.390801191329956055e+00	1.015953183174133301e+00	3.692712187767028809e-01	-1.122436046600341797e+00	-7.632266879081726074e-01	-2.997217774391174316e-01	-5.482786297798156738e-01	1.711655616760253906e+00
1.360646367073059082e+00	1.202564597129821777e+00	-3.187809884548187256e-02	-5.153644680976867676e-01	7.535850405693054199e-01	2.806524634361267090e-01	-3.616495132446289062e-01	7.912126183509826660e-01	-1.222102642059326172e+00	4.862481951713562012e-01	-2.862268686294555664e-01	1.902750611305236816e+00	2.270176410675048828e-01	-2.191541641950607300e-01	4.947185143828392029e-02	-5.085577964782714844e-01	1.490719437599182129e+00	-6.677208542823791504e-01	2.262358218431472778e-01	4.651242792606353760e-01
2.101631641387939453e+00	4.624539911746978760e-01	1.911540627479553223e+00	-7.928313016891479492e-01	-8.006398677825927734e-01	-1.086624145507812500e+00	-2.424232721328735352e+00	2.417623043060302734e+00	3.066018223762512207e-01	3.034645020961761475e-01	9.986029863357543945e-01	9.649204611778259277e-01	-3.142690658569335938e-01	1.361868500709533691e+00	-1.689008176326751709e-01	8.000519871711730957e-01	1.143844127655029297e+00	-1.604439496994018555e+00	1.086860656738281250e+00	1.257390618324279785e+00
2.019488573074340820e+00	2.454276084899902344e-01	5.511320829391479492e-01	9.310805201530456543e-01	2.162957668304443359e+00	-1.036979675292968750e+00	-4.636270999908447266e-01	1.542047113180160522e-01	-8.887637853622436523e-01	5.634212493896484375e-01	4.949584603309631348e-02	2.433704137802124023e-01	-5.342459678649902344e-01	1.297596335411071777e+00	-3.920416533946990967e-01	2.027641981840133667e-01	9.904347658157348633e-01	-8.522548079490661621e-01	-1.180404648184776306e-01	1.188755631446838379e+00
-4.108412861824035645e-01	-4.555684328079223633e-01	1.716987252235412598e+00	2.175702095031738281e+00	1.623929291963577271e-02	8.327955603599548340e-01	-3.916265964508056641e-01	8.430094718933105469e-01	-6.610733270645141602e-01	6.047106534242630005e-02	1.304920554161071777e+00	1.951796412467956543e+00	1.972422599792480469e-01	1.890964746475219727e+00	1.052794307470321655e-01	-7.589565515518188477e-01	4.616195261478424072e-01	-5.812561511993408203e-01	-4.947601854801177979e-01	4.535650908946990967e-01
1.487212419509887695e+00	2.372239679098129272e-01	7.524991631507873535e-01	-5.377442836761474609e-01	6.183906793594360352e-01	-4.448620080947875977e-01	-4.593183696269989014e-01	2.548700869083404541e-01	-1.956727147102355957e+00	1.430706620216369629e+00	-1.112871170043945312e+00	1.042487621307373047e+00	-8.361879736185073853e-02	-4.971584379673004150e-01	4.650989770889282227e-01	-4.519328474998474121e-01	-6.233449578285217285e-01	-7.772417664527893066e-01	4.518841207027435303e-01	5.678913593292236328e-01
-1.207131028175354004e+00	-1.296464681625366211e+00	8.157392144203186035e-01	-2.297718971967697144e-01	-9.298203140497207642e-02	-5.287833139300346375e-02	-1.250022649765014648e-01	4.973097145557403564e-01	-9.038702249526977539e-01	1.090831607580184937e-01	1.048327326774597168e+00	6.505821943283081055e-01	-3.661432862281799316e-01	1.615740299224853516e+00	-2.220673799514770508e+00	2.442959100008010864e-01	-4.966007471084594727e-01	-1.085455417633056641e+00	6.242485046386718750e-01	2.182535648345947266e+00
-3.558538556098937988e-01	-7.911033034324645996e-01	8.869468569755554199e-01	-1.246063232421875000e+00	-4.172769188880920410e-01	8.555570244789123535e-01	-8.186057806015014648e-01	1.758805662393569946e-01	-1.372697949409484863e+00	9.635496735572814941e-01	2.481762319803237915e-01	1.000874757766723633e+00	-1.646127462387084961e+00	1.300048828125000000e+00	-1.076731443405151367e+00	-7.028882205486297607e-02	-7.126849144697189331e-02	-1.115316301584243774e-01	-1.811795711517333984e+00	-3.504682481288909912e-01
2.966683208942413330e-01	-2.849097736179828644e-02	1.059683799743652344e+00	1.303287267684936523e+00	9.048303365707397461e-01	1.328644752502441406e+00	8.335082232952117920e-02	1.203258991241455078e+00	-9.848875403404235840e-01	1.538254618644714355e-01	-3.643765449523925781e-01	8.475979566574096680e-01	8.529527187347412109e-01	8.303858637809753418e-01	4.234422147274017334e-01	-1.665905237197875977e+00	1.850609034299850464e-01	-5.792276263236999512e-01	-7.525573968887329102e-01	6.378447413444519043e-01
1.602675080299377441e+00	-1.355814486742019653e-01	6.927163898944854736e-02	6.445096433162689209e-02	1.367479935288429260e-02	-2.084109783172607422e+00	3.978601694107055664e-01	4.027104675769805908e-01	-1.661204218864440918e+00	-1.116827487945556641e+00	-2.419975101947784424e-01	1.496276021003723145e+00	-1.426144957542419434e+00	5.229051709175109863e-01	-2.172368764877319336e+00	-1.536948919296264648e+00	-8.826296329498291016e-01	8.092914707958698273e-03	7.160712480545043945e-01	-6.251896619796752930e-01
9.766507744789123535e-01	1.602929949760437012e+00	1.622383356094360352e+00	6.424211710691452026e-02	-7.315956950187683105e-01	4.728049337863922119e-01	-7.166680693626403809e-01	3.559833168983459473e-01	-2.188609838485717773e+00	-7.720599770545959473e-01	-1.198095679283142090e+00	3.372590541839599609e-01	-1.016556739807128906e+00	6.527675390243530273e-01	4.349629282951354980e-01	-3.829609632492065430e+00	3.856339156627655029e-01	-7.829772233963012695e-01	-9.455146789550781250e-01	1.747261732816696167e-02
1.752480030059814453e+00	-1.030944138765335083e-01	5.202541351318359375e-01	-9.199670553207397461e-01	-1.285130679607391357e-01	-6.044509410858154297e-01	-1.354596614837646484e-01	1.676894545555114746e+00	-2.230066776275634766e+00	-4.166479706764221191e-01	-7.140852808952331543e-01	1.753713369369506836e+00	4.139869809150695801e-01	8.775159120559692383e-01	1.337533712387084961e+00	1.400847911834716797e+00	5.341727137565612793e-01	1.859368681907653809e-01	-3.651987314224243164e-01	-5.767163261771202087e-02
-1.561013422906398773e-02	-5.066252350807189941e-01	1.238864183425903320e+00	-6.955053806304931641e-01	8.937764763832092285e-01	1.374393820762634277e+00	1.010979935526847839e-01	1.480398297309875488e+00	-9.799874424934387207e-01	-2.212847620248794556e-01	2.243174239993095398e-02	-9.956417083740234375e-01	-1.264373302459716797e+00	1.231423854827880859e+00	-1.031489491462707520e+00	-3.116278886795043945e+00	1.392323017120361328e+00	9.059742093086242676e-01	-6.479080915451049805e-01	4.952163100242614746e-01
