7.667515277862548828e-01	-7.382138967514038086e-01	1.581792235374450684e+00	1.655938267707824707e+00	-2.141185760498046875e+00	-3.774687767028808594e+00	2.476095914840698242e+00	1.856156826019287109e+00	-1.564516186714172363e+00	1.414050459861755371e+00	2.478315353393554688e+00	1.764597058296203613e+00	1.270414471626281738e+00	5.869488418102264404e-02	-1.897678732872009277e+00	-2.050441265106201172e+00	3.909249305725097656e-01	-2.372785508632659912e-01	2.861783981323242188e+00	2.105745524168014526e-01	-1.677195072174072266e+00	-2.003139555454254150e-01	-1.362170934677124023e+00	3.933281600475311279e-01	-1.955706238746643066e+00	1.257119059562683105e+00
1.823959946632385254e+00	-1.632735490798950195e+00	-5.341668128967285156e+00	1.703616523742675781e+01	-5.642564296722412109e+00	-5.180820941925048828e+00	7.466913700103759766e+00	-2.831241130828857422e+00	-7.666679382324218750e+00	1.946030426025390625e+01	9.436386108398437500e+00	7.539319038391113281e+00	5.640065670013427734e+00	1.623960494995117188e+00	-1.769153594970703125e+01	-6.287234306335449219e+00	-1.425836944580078125e+01	3.262633562088012695e+00	1.875686264038085938e+01	2.498462438583374023e+00	-9.035193443298339844e+00	6.212565422058105469e+00	-1.267614483833312988e+00	-5.643677711486816406e+00	-7.574981689453125000e+00	-1.662767219543457031e+01
-6.620283603668212891e+00	-6.780856132507324219e+00	-1.926201581954956055e+00	1.487372398376464844e+01	2.407232820987701416e-01	2.447936296463012695e+00	6.700167179107666016e+00	2.729923725128173828e+00	-4.275649070739746094e+00	1.577896499633789062e+01	1.303160905838012695e+00	2.998116612434387207e-01	-1.538534641265869141e+00	-5.717513561248779297e+00	-1.236355781555175781e+01	1.622159361839294434e+00	-1.731368064880371094e+01	-4.804715633392333984e+00	1.509853744506835938e+01	-3.381215333938598633e+00	-2.136514663696289062e+00	-6.698620319366455078e-01	3.496980190277099609e+00	2.484568834304809570e+00	4.052412211894989014e-01	-1.155136775970458984e+01
-2.589117884635925293e-01	-6.460831165313720703e+00	-5.879755973815917969e+00	2.161842155456542969e+01	-1.479355931282043457e+00	-4.285310745239257812e+00	1.157291507720947266e+01	1.235918760299682617e+00	-9.937389373779296875e+00	1.997488975524902344e+01	8.223386764526367188e+00	5.396279811859130859e+00	2.919202566146850586e+00	-3.309638977050781250e+00	-1.665884971618652344e+01	-5.208590984344482422e+00	-1.778432273864746094e+01	-8.041215687990188599e-02	2.067279052734375000e+01	-1.271548509597778320e+00	-7.077706813812255859e+00	2.547779798507690430e+00	3.402380943298339844e+00	-6.891032695770263672e+00	-7.240497112274169922e+00	-1.873347473144531250e+01
-2.526199579238891602e+00	-2.036876916885375977e+00	1.431606709957122803e-01	2.247220039367675781e+00	-2.491224527359008789e+00	-2.786920070648193359e+00	4.100485324859619141e+00	1.720753908157348633e+00	7.678593993186950684e-01	3.221058368682861328e+00	6.230915784835815430e-01	2.280442953109741211e+00	9.108808636665344238e-01	-2.069568157196044922e+00	7.771570235490798950e-02	-1.294354081153869629e+00	-3.199269056320190430e+00	-1.297222137451171875e+00	3.522948026657104492e+00	5.573065280914306641e-01	-1.265009999275207520e+00	1.857094168663024902e+00	-2.982417941093444824e-01	-2.291785627603530884e-01	-1.439581394195556641e+00	1.186900138854980469e+00
-2.511333227157592773e+00	-4.601277828216552734e+00	-5.359541416168212891e+00	1.686446952819824219e+01	-3.648084163665771484e+00	-3.072715282440185547e+00	5.472741603851318359e+00	6.443113684654235840e-01	-5.365722179412841797e+00	1.585453414916992188e+01	6.866275787353515625e+00	3.587889194488525391e+00	3.070739507675170898e+00	-2.120622873306274414e+00	-1.448055362701416016e+01	-3.890708446502685547e+00	-1.680442047119140625e+01	2.452437639236450195e+00	1.792475891113281250e+01	5.378648638725280762e-01	-7.602485656738281250e+00	1.522967815399169922e+00	2.307748794555664062e+00	-6.459147930145263672e+00	-5.129576683044433594e+00	-1.559983730316162109e+01
-1.232902407646179199e+00	-8.505388498306274414e-01	4.920466542243957520e-01	1.920387458801269531e+01	-2.807179689407348633e+00	-2.186697483062744141e+00	2.343127965927124023e+00	2.539383769035339355e-01	-3.611298501491546631e-01	1.861355400085449219e+01	2.417109012603759766e+00	2.317749708890914917e-01	2.170232295989990234e+00	-1.794040918350219727e+00	-1.533009052276611328e+01	-5.829127430915832520e-01	-1.687370300292968750e+01	-5.114167928695678711e-01	1.912182998657226562e+01	2.780203580856323242e+00	-3.207247018814086914e+00	1.179691553115844727e+00	-1.513254642486572266e+00	-4.306243360042572021e-01	-1.399517059326171875e-01	-1.695772933959960938e+01
1.965756058692932129e+00	-2.200325727462768555e+00	-5.330819129943847656e+00	1.623878860473632812e+01	-3.621932506561279297e+00	-5.300946235656738281e+00	6.642979621887207031e+00	-3.136428594589233398e+00	-6.527186870574951172e+00	1.754275321960449219e+01	9.024333953857421875e+00	7.525902271270751953e+00	6.311480998992919922e+00	2.116320610046386719e+00	-1.567831420898437500e+01	-7.582407474517822266e+00	-1.567993164062500000e+01	4.161384582519531250e+00	1.889526557922363281e+01	3.852130413055419922e+00	-7.566265106201171875e+00	6.813626289367675781e+00	-7.705425620079040527e-01	-8.799320220947265625e+00	-7.626533508300781250e+00	-1.588301944732666016e+01
2.533490419387817383e+00	1.700699210166931152e+00	-2.344166755676269531e+00	1.650291824340820312e+01	-9.360128402709960938e+00	-7.949478626251220703e+00	4.819244861602783203e+00	-6.018948078155517578e+00	-3.856393814086914062e+00	1.484857082366943359e+01	8.677794456481933594e+00	8.514011383056640625e+00	7.042846202850341797e+00	4.009501457214355469e+00	-1.495480728149414062e+01	-8.661240577697753906e+00	-1.261725616455078125e+01	7.781620502471923828e+00	1.578833484649658203e+01	6.300156593322753906e+00	-8.549475669860839844e+00	7.299211502075195312e+00	-4.991116523742675781e+00	-1.121055221557617188e+01	-7.535635948181152344e+00	-1.263737964630126953e+01
-4.819759845733642578e+00	-1.594075441360473633e+00	-4.438161849975585938e-01	4.331732273101806641e+00	-3.672722816467285156e+00	2.633380889892578125e-01	3.876917839050292969e+00	2.347573280334472656e+00	6.630242466926574707e-01	2.979657649993896484e+00	-1.326902747154235840e+00	2.453598082065582275e-01	-8.880473375320434570e-01	-1.872691988945007324e+00	-6.289241313934326172e-01	2.402280569076538086e-01	-5.428144931793212891e-01	1.296319365501403809e+00	3.622643470764160156e+00	1.189380645751953125e+00	4.244021773338317871e-01	-1.751994371414184570e+00	-5.886291265487670898e-01	1.362836807966232300e-01	-9.541854262351989746e-01	-5.112092494964599609e-01
