1.305737400054931641e+01	-4.459654808044433594e+00	4.013572633266448975e-01	1.802919983863830566e+00
8.295079231262207031e+00	9.882684707641601562e+00	1.170119857788085938e+01	3.418133258819580078e+00
1.268271827697753906e+01	-5.613449573516845703e+00	4.193446636199951172e+00	5.167274951934814453e+00
2.128570318222045898e+00	1.100717544555664062e+01	-5.546057224273681641e+00	3.528798580169677734e+00
3.639576911926269531e+00	9.348370552062988281e+00	-3.789545536041259766e+00	6.495887756347656250e+00
5.005246639251708984e+00	6.887794971466064453e+00	1.578643321990966797e+01	6.586673259735107422e+00
2.924307107925415039e+00	1.035576534271240234e+01	-5.292304515838623047e+00	6.795622706413269043e-01
1.298063087463378906e+01	1.946054458618164062e+00	4.222292423248291016e+00	-2.002966403961181641e+00
6.106442928314208984e+00	4.322788238525390625e+00	-3.872694015502929688e+00	1.000901985168457031e+01
1.040912723541259766e+01	6.674932479858398438e+00	1.378058815002441406e+01	6.097447395324707031e+00
2.137294769287109375e+00	1.053387928009033203e+01	-4.086142539978027344e+00	2.618290424346923828e+00
2.618495225906372070e-01	7.805870532989501953e+00	4.877739906311035156e+00	-8.543926239013671875e+00
4.413949966430664062e+00	6.923069000244140625e+00	1.443876075744628906e+01	1.007630538940429688e+01
1.832310676574707031e+01	6.016010284423828125e+00	7.106270313262939453e+00	5.395470619201660156e+00
1.396966218948364258e+00	8.890151977539062500e+00	4.436755180358886719e+00	-8.636177062988281250e+00
2.201487064361572266e+00	-6.470666885375976562e+00	1.494820594787597656e+01	3.189607381820678711e+00
4.740163803100585938e+00	1.603977012634277344e+01	-2.496522665023803711e+00	1.245603561401367188e+00
6.124660491943359375e+00	2.348773241043090820e+00	1.196094036102294922e+01	8.326612472534179688e+00
-3.828760236501693726e-02	1.706887006759643555e+00	6.146635055541992188e+00	1.311985301971435547e+01
5.513550758361816406e+00	7.152196407318115234e+00	9.209978103637695312e+00	-3.718321800231933594e+00
4.155135154724121094e+00	-1.405273318290710449e+00	7.975106835365295410e-01	1.062104511260986328e+01
9.922078132629394531e+00	1.368122577667236328e+01	8.790696144104003906e+00	-1.626585245132446289e+00
2.754893064498901367e+00	1.010668277740478516e+00	1.197284984588623047e+01	6.674424171447753906e+00
1.399613475799560547e+01	5.904734134674072266e+00	6.259117722511291504e-01	4.001304626464843750e+00
2.395923852920532227e+00	1.076645183563232422e+01	-3.472702026367187500e+00	2.202835559844970703e+00
1.581480693817138672e+01	-2.864360332489013672e+00	8.471957206726074219e+00	2.503311872482299805e+00
8.275433540344238281e+00	-4.853594005107879639e-01	9.413225173950195312e+00	-2.700544118881225586e+00
1.363079357147216797e+01	4.325527191162109375e+00	1.764178848266601562e+01	1.158646965026855469e+01
5.597763061523437500e+00	-9.968738257884979248e-02	1.204134559631347656e+01	5.206381320953369141e+00
-3.083574295043945312e+00	-4.605852603912353516e+00	7.924463272094726562e+00	7.066039085388183594e+00
5.643396377563476562e+00	9.717330932617187500e+00	-7.266576290130615234e+00	1.253813743591308594e+00
4.460402488708496094e+00	3.749974012374877930e+00	9.647837638854980469e+00	1.141461181640625000e+01
2.785704803466796875e+01	1.984361839294433594e+01	-1.716799163818359375e+01	-1.451666831970214844e+01
-2.387634992599487305e+00	1.214455032348632812e+01	-4.640201091766357422e+00	4.051524639129638672e+00
5.228032112121582031e+00	-5.071189880371093750e+00	6.310721397399902344e+00	9.342059135437011719e+00
2.332637071609497070e+00	8.253640174865722656e+00	-5.561230778694152832e-01	9.815599441528320312e+00
4.360637187957763672e+00	9.915491104125976562e+00	1.208137392997741699e+00	6.646878719329833984e+00
3.829273700714111328e+00	1.542409896850585938e+01	-4.015210568904876709e-01	-1.541606307029724121e+00
2.515731811523437500e+00	1.045298957824707031e+01	-5.861914634704589844e+00	1.220030903816223145e+00
7.125379562377929688e+00	4.520570278167724609e+00	7.227392196655273438e+00	-1.965628623962402344e+00
1.246775436401367188e+01	6.076028347015380859e+00	1.773259353637695312e+01	9.382939338684082031e+00
